Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
Female,Yes,72,Yes,Artist,1.0,Average,3.0,Cat_6,B
Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,No,25,No,Doctor,6.0,Low,1.0,Cat_6,D
Female,Yes,62,No,Engineer,4.0,Low,1.0,Cat_4,B
Male,Yes,47,Yes,Artist,0.0,Low,1.0,Cat_6,B
Female,No,31,No,Healthcare,10.0,Low,2.0,Cat_3,C
Male,Yes,43,No,Other,8.0,Low,3.0,Cat_6,A
Female,No,18,No,Healthcare,0.0,Low,5.0,Cat_4,D
Male,Yes,49,Yes,Artist,0.0,Low,3.0,Cat_6,B
Male,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,A
Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,A
Male,No,19,Yes,Other,9.0,Low,4.0,Cat_6,D
Female,Yes,69,Yes,Artist,0.0,Average,2.0,Cat_3,C
Male,No,49,Yes,Entertainment,0.0,Low,1.0,Other,B
Female,Yes,72,Yes,Doctor,1.0,Average,2.0,Cat_6,A
Male,No,25,No,Healthcare,1.0,Low,4.0,Other,C
Male,No,35,Yes,Artist,13.0,Low,1.0,Cat_6,B
Female,No,60,Yes,Engineer,1.0,Low,1.0,Cat_6,A
Female,Yes,87,Yes,Other,0.0,High,2.0,Cat_6,A
Male,Yes,26,Yes,Artist,9.0,Average,2.0,Cat_6,B
Male,Yes,39,Yes,Other,1.0,High,3.0,Cat_3,B
Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,A
Female,Yes,45,Yes,Engineer,3.0,Average,1.0,Cat_3,B
Male,Yes,35,Yes,Artist,2.0,Low,3.0,Other,B
Female,Yes,53,No,Engineer,0.0,Average,3.0,Cat_6,A
Female,Yes,41,No,Entertainment,9.0,High,2.0,Cat_4,A
Male,Yes,65,Yes,Other,0.0,High,2.0,Cat_6,B
Female,Yes,79,Yes,Other,0.0,High,2.0,Cat_6,C
Male,No,30,No,Doctor,7.0,Low,3.0,Cat_6,D
Male,No,19,No,Healthcare,8.0,Low,3.0,Cat_6,D
Female,No,53,Yes,Artist,1.0,Low,2.0,Other,D
Male,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,D
Male,Yes,71,Yes,Other,1.0,Low,2.0,Cat_6,A
Male,Yes,42,Yes,Entertainment,3.0,Average,4.0,Cat_6,B
Female,No,40,Yes,Healthcare,0.0,Low,1.0,Other,D
Male,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,A
Male,Yes,82,No,Other,1.0,High,2.0,Cat_6,A
Male,Yes,50,No,Entertainment,1.0,Average,3.0,Cat_6,B
Male,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,B
Female,No,32,Yes,Artist,0.0,Low,3.0,Cat_6,B
Female,No,73,Yes,Artist,0.0,Low,1.0,Cat_6,C
Male,Yes,46,Yes,Artist,1.0,Low,2.0,Cat_6,B
Male,No,32,No,Artist,0.0,Low,4.0,Cat_6,D
Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,Yes,35,Yes,Other,13.0,High,7.0,Cat_6,C
Male,No,63,Yes,Artist,0.0,Low,1.0,Other,B
Male,Yes,52,No,Artist,1.0,Average,6.0,Cat_6,B
Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_3,D
Male,No,42,Yes,Doctor,8.0,Low,1.0,Cat_6,C
Male,Yes,48,Yes,Other,1.0,High,3.0,Cat_6,B
Male,Yes,47,Yes,Artist,1.0,Low,3.0,Cat_6,A
Male,No,32,No,Doctor,3.0,Low,3.0,Other,D
Male,Yes,25,No,Doctor,0.0,Average,2.0,Cat_4,B
Male,Yes,43,Yes,Artist,9.0,Low,2.0,Cat_6,C
Male,Yes,63,No,Artist,5.0,Average,2.0,Cat_6,C
Male,Yes,60,Yes,Doctor,1.0,High,2.0,Cat_3,B
Female,No,42,Yes,Artist,8.0,Low,2.0,Cat_6,B
Female,Yes,53,Yes,Artist,1.0,Low,2.0,Cat_6,A
Male,No,21,No,Healthcare,1.0,Low,2.0,Other,D
Female,Yes,37,No,Engineer,7.0,Low,1.0,Cat_4,D
Male,Yes,52,No,Other,9.0,Average,4.0,Cat_6,A
Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6,B
Female,Yes,49,Yes,Entertainment,2.0,Average,3.0,Cat_6,A
Male,No,28,Yes,Other,9.0,Low,5.0,Other,D
Male,Yes,68,No,Entertainment,4.0,Average,2.0,Cat_6,A
Male,No,32,Yes,Healthcare,8.0,Low,5.0,Cat_6,D
Male,No,39,No,Entertainment,8.0,Low,4.0,Cat_3,C
Female,No,25,Yes,Healthcare,1.0,Low,6.0,Cat_3,C
Male,Yes,40,No,Engineer,2.0,Average,1.0,Cat_4,D
Male,No,30,Yes,Entertainment,0.0,Low,4.0,Cat_6,D
Male,No,49,Yes,Doctor,5.0,Low,1.0,Cat_6,D
Female,Yes,68,No,Other,0.0,Low,1.0,Cat_6,A
Male,No,42,Yes,Artist,9.0,Low,1.0,Cat_6,A
Female,Yes,42,Yes,Doctor,0.0,Average,4.0,Cat_6,A
Male,Yes,32,Yes,Entertainment,6.0,Low,2.0,Other,B
Female,No,28,No,Doctor,0.0,Low,5.0,Cat_3,A
Female,Yes,50,Yes,Other,4.0,High,3.0,Cat_6,B
Male,Yes,48,Yes,Artist,1.0,Low,3.0,Cat_6,C
Female,Yes,43,No,Engineer,0.0,Average,5.0,Cat_4,B
Female,No,36,Yes,Entertainment,0.0,Low,1.0,Cat_3,A
Female,No,25,No,Doctor,0.0,Low,3.0,Cat_6,B
Male,Yes,58,No,Other,12.0,High,2.0,Cat_6,C
Female,Yes,37,No,Artist,1.0,Low,3.0,Cat_6,B
Male,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,A
Male,Yes,47,Yes,Other,1.0,High,4.0,Other,B
Male,No,41,Yes,Artist,3.0,Low,3.0,Cat_6,C
Male,Yes,51,No,Other,0.0,Low,9.0,Cat_4,D
Male,No,28,Yes,Engineer,0.0,Low,5.0,Cat_4,D
Male,Yes,27,Yes,Artist,9.0,Average,3.0,Cat_6,C
Female,Yes,58,No,Doctor,0.0,Low,1.0,Cat_3,B
Male,Yes,20,No,Healthcare,1.0,Low,3.0,Other,D
Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,Yes,39,Yes,Artist,0.0,Low,1.0,Other,C
Female,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_6,B
Male,Yes,82,Yes,Other,1.0,Low,1.0,Cat_6,A
Male,Yes,35,Yes,Entertainment,1.0,Average,3.0,Cat_6,B
Female,No,42,Yes,Doctor,0.0,Low,1.0,Cat_6,A
Male,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6,B
Female,No,33,Yes,Engineer,0.0,Low,6.0,Cat_6,D
Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
Female,No,18,No,Doctor,2.0,Low,4.0,Cat_6,D
Male,Yes,47,No,Artist,0.0,Average,5.0,Cat_4,A
Male,Yes,41,Yes,Other,0.0,Low,4.0,Cat_6,B
Male,Yes,22,No,Healthcare,1.0,Average,4.0,Other,D
Female,Yes,45,Yes,Other,1.0,High,3.0,Cat_3,B
Male,No,23,No,Artist,1.0,Low,4.0,Cat_6,D
Male,Yes,58,Yes,Doctor,1.0,Average,2.0,Cat_6,C
Female,No,53,No,Other,1.0,Low,3.0,Cat_6,D
Female,No,26,Yes,Engineer,0.0,Low,3.0,Cat_6,C
Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,D
Male,Yes,83,Yes,Other,6.0,High,3.0,Cat_6,D
Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,C
Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,B
Male,Yes,46,Yes,Doctor,2.0,Low,4.0,Cat_3,A
Male,No,27,Yes,Healthcare,0.0,Low,2.0,Cat_6,C
Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
Female,Yes,53,No,Artist,1.0,High,4.0,Cat_6,A
Male,No,33,Yes,Entertainment,1.0,Low,4.0,Other,D
Female,Yes,57,Yes,Artist,0.0,High,3.0,Cat_3,C
Male,Yes,84,No,Other,0.0,High,2.0,Cat_6,A
Male,Yes,69,Yes,Artist,0.0,Low,1.0,Cat_6,D
Female,Yes,26,Yes,Healthcare,6.0,High,7.0,Other,D
Female,No,37,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
Female,Yes,58,Yes,Artist,0.0,High,3.0,Cat_6,B
Male,Yes,36,Yes,Entertainment,1.0,Average,4.0,Cat_3,C
Female,Yes,38,Yes,Engineer,8.0,Low,3.0,Cat_6,A
Male,Yes,55,Yes,Entertainment,2.0,Average,2.0,Cat_6,C
Male,No,32,Yes,Healthcare,0.0,Low,6.0,Other,D
Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C
Female,No,28,Yes,Healthcare,1.0,Low,6.0,Cat_6,D
Female,Yes,61,Yes,Doctor,1.0,Average,2.0,Cat_6,B
Male,Yes,38,No,Other,5.0,High,3.0,Cat_6,A
Male,Yes,36,Yes,Entertainment,4.0,Average,2.0,Cat_6,B
Male,Yes,65,Yes,Entertainment,0.0,Average,2.0,Cat_6,B
Female,Yes,25,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
Male,No,38,No,Artist,2.0,Low,2.0,Cat_3,A
Female,No,27,No,Other,8.0,Low,1.0,Cat_3,D
Female,No,51,Yes,Artist,1.0,Low,1.0,Cat_6,B
Female,Yes,60,No,Other,1.0,High,2.0,Cat_6,C
Male,Yes,37,Yes,Doctor,8.0,Low,6.0,Cat_6,C
Female,No,30,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_6,B
Female,Yes,43,Yes,Artist,4.0,Average,2.0,Cat_3,C
Female,Yes,56,No,Artist,3.0,Average,3.0,Cat_6,C
Female,No,22,No,Engineer,0.0,Low,3.0,Cat_6,D
Female,No,41,Yes,Artist,10.0,Low,1.0,Cat_6,C
Female,No,33,Yes,Engineer,1.0,Low,5.0,Cat_6,D
Male,Yes,63,No,Entertainment,0.0,Average,5.0,Cat_6,C
Male,Yes,30,No,Other,0.0,High,4.0,Cat_6,D
Female,Yes,65,No,Engineer,1.0,Average,3.0,Cat_6,A
Male,Yes,47,No,Other,1.0,High,4.0,Cat_4,B
Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_3,D
Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,D
Male,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,No,30,Yes,Doctor,8.0,Low,4.0,Cat_4,D
Male,Yes,63,No,Entertainment,1.0,Average,5.0,Cat_6,C
Male,No,23,No,Entertainment,1.0,Low,3.0,Cat_4,D
Female,No,36,Yes,Other,9.0,Low,1.0,Other,A
Male,No,18,No,Healthcare,0.0,Low,2.0,Cat_6,D
Female,Yes,50,Yes,Artist,9.0,Low,2.0,Cat_6,C
Male,No,25,Yes,Entertainment,7.0,Low,3.0,Cat_6,A
Female,Yes,30,No,Artist,1.0,Average,2.0,Cat_3,D
Male,Yes,51,Yes,Artist,4.0,Average,4.0,Cat_6,C
Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,Yes,42,No,Other,0.0,Average,5.0,Cat_4,A
Male,Yes,51,No,Entertainment,7.0,Average,3.0,Cat_6,C
Male,No,25,No,Entertainment,8.0,Low,2.0,Cat_4,D
Female,No,42,Yes,Engineer,6.0,Low,1.0,Cat_6,A
Female,Yes,26,No,Other,8.0,Average,4.0,Other,D
Female,No,48,Yes,Artist,1.0,Low,1.0,Cat_3,B
Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,Yes,49,Yes,Artist,3.0,High,5.0,Cat_6,C
Male,Yes,51,Yes,Engineer,0.0,Low,2.0,Cat_4,A
Male,No,33,No,Entertainment,0.0,Low,2.0,Cat_6,A
Male,Yes,37,No,Artist,0.0,Average,2.0,Cat_6,C
Male,Yes,48,Yes,Artist,1.0,Low,3.0,Cat_3,C
Female,Yes,48,Yes,Doctor,1.0,Average,6.0,Cat_4,B
Female,No,27,Yes,Healthcare,3.0,Low,4.0,Cat_6,B
Male,Yes,89,Yes,Other,0.0,High,2.0,Cat_6,C
Female,No,36,No,Engineer,0.0,Low,1.0,Cat_6,A
Male,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_6,C
Male,Yes,52,Yes,Healthcare,0.0,Average,4.0,Cat_6,C
Male,Yes,25,No,Healthcare,1.0,Average,2.0,Cat_6,D
Male,Yes,79,No,Other,0.0,High,2.0,Cat_6,B
Male,No,33,Yes,Doctor,0.0,Low,4.0,Cat_6,D
Male,Yes,53,Yes,Other,4.0,High,4.0,Cat_6,D
Female,Yes,28,Yes,Other,9.0,Average,2.0,Cat_3,B
Male,Yes,50,Yes,Other,0.0,High,3.0,Cat_6,B
Female,Yes,46,Yes,Doctor,9.0,High,3.0,Other,A
Male,No,19,No,Healthcare,1.0,Low,3.0,Other,D
Male,Yes,63,Yes,Entertainment,6.0,Low,2.0,Cat_6,D
Male,Yes,46,Yes,Artist,1.0,Low,3.0,Cat_6,B
Female,No,27,Yes,Healthcare,1.0,Low,7.0,Other,A
Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Other,D
Female,Yes,78,Yes,Other,1.0,High,2.0,Cat_6,B
Male,No,39,No,Engineer,5.0,Low,2.0,Cat_6,D
Female,Yes,41,Yes,Artist,0.0,Average,2.0,Other,C
Male,No,30,Yes,Doctor,0.0,Low,2.0,Cat_3,A
Female,Yes,76,Yes,Other,0.0,Low,2.0,Cat_6,B
Female,Yes,57,Yes,Engineer,0.0,Average,4.0,Other,C
Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_3,D
Female,No,32,Yes,Other,10.0,Low,1.0,Cat_6,D
Male,Yes,35,Yes,Other,6.0,Average,4.0,Cat_6,B
Male,Yes,52,No,Entertainment,0.0,Average,2.0,Cat_4,B
Male,Yes,80,Yes,Other,1.0,Low,1.0,Cat_6,B
Female,No,18,No,Healthcare,0.0,Low,5.0,Cat_6,D
Male,Yes,42,Yes,Artist,0.0,Average,3.0,Other,A
Male,Yes,50,No,Artist,1.0,Average,3.0,Cat_6,C
Male,Yes,53,Yes,Artist,3.0,Average,4.0,Cat_6,C
Male,Yes,55,Yes,Artist,1.0,Low,3.0,Cat_3,A
Male,Yes,82,Yes,Other,1.0,Low,1.0,Cat_6,A
Male,Yes,40,Yes,Entertainment,1.0,Average,2.0,Other,A
Male,Yes,56,Yes,Entertainment,1.0,Low,2.0,Cat_6,C
Female,Yes,87,No,Entertainment,0.0,High,3.0,Cat_6,A
Male,Yes,80,Yes,Other,1.0,Low,1.0,Cat_6,C
Female,No,46,Yes,Engineer,0.0,Low,1.0,Cat_6,D
Male,No,33,No,Doctor,1.0,Low,4.0,Cat_6,D
Male,No,25,Yes,Healthcare,0.0,Low,4.0,Cat_6,C
Male,Yes,69,Yes,Artist,1.0,Average,2.0,Cat_6,C
Male,Yes,70,Yes,Other,1.0,Low,2.0,Cat_6,B
Female,Yes,56,Yes,Engineer,2.0,High,2.0,Cat_6,B
Female,No,25,No,Other,3.0,Low,7.0,Other,B
Female,Yes,65,Yes,Other,1.0,Low,1.0,Cat_6,A
Female,No,23,No,Healthcare,0.0,Low,5.0,Other,D
Female,No,38,Yes,Artist,7.0,Low,7.0,Other,C
Female,No,39,No,Engineer,1.0,Low,3.0,Cat_3,A
Male,Yes,37,Yes,Healthcare,0.0,High,2.0,Cat_3,A
Male,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,A
Male,Yes,40,No,Other,8.0,High,5.0,Cat_4,D
Female,Yes,55,Yes,Artist,1.0,Average,4.0,Cat_6,C
Male,No,18,No,Healthcare,0.0,Low,4.0,Cat_4,D
Male,Yes,36,Yes,Doctor,7.0,Average,2.0,Cat_6,A
Female,Yes,47,Yes,Doctor,1.0,Average,2.0,Cat_4,B
Female,No,23,No,Engineer,11.0,Low,1.0,Cat_3,D
Female,Yes,47,No,Engineer,8.0,Low,1.0,Cat_3,A
Male,Yes,88,No,Other,2.0,High,3.0,Cat_6,A
Male,Yes,47,No,Entertainment,1.0,Low,2.0,Cat_6,A
Male,No,39,Yes,Entertainment,0.0,Low,3.0,Other,B
Male,Yes,71,No,Other,1.0,High,2.0,Cat_6,B
Male,Yes,72,No,Engineer,1.0,High,4.0,Cat_6,D
Female,Yes,43,No,Engineer,1.0,Low,3.0,Other,A
Male,Yes,35,Yes,Artist,9.0,Low,1.0,Cat_6,A
Female,Yes,40,Yes,Entertainment,12.0,Low,6.0,Cat_6,A
Male,Yes,33,No,Other,7.0,High,4.0,Cat_6,B
Male,Yes,47,Yes,Artist,2.0,Average,2.0,Cat_6,B
Female,No,32,Yes,Artist,9.0,Low,1.0,Cat_6,D
Female,No,21,No,Healthcare,7.0,Low,3.0,Cat_6,D
Female,No,26,No,Artist,0.0,Low,3.0,Cat_4,A
Male,No,41,Yes,Doctor,4.0,Low,2.0,Cat_6,B
Male,No,22,No,Healthcare,1.0,Low,5.0,Cat_3,D
Female,Yes,53,Yes,Artist,1.0,Average,2.0,Other,C
Female,No,37,No,Other,9.0,Low,1.0,Cat_6,D
Male,Yes,37,Yes,Other,0.0,Average,3.0,Cat_4,B
Female,No,26,Yes,Artist,0.0,Low,3.0,Cat_6,A
Female,No,26,No,Doctor,1.0,Low,4.0,Other,D
Female,Yes,45,Yes,Artist,0.0,High,2.0,Cat_6,B
Female,Yes,31,No,Entertainment,0.0,Average,2.0,Cat_4,D
Female,No,35,Yes,Artist,13.0,Low,2.0,Cat_6,B
Male,Yes,89,Yes,Other,3.0,Low,3.0,Cat_6,A
Male,Yes,49,Yes,Doctor,1.0,Average,4.0,Cat_6,C
Female,Yes,37,No,Engineer,0.0,Average,5.0,Other,B
Female,No,35,No,Artist,5.0,Low,4.0,Cat_6,C
Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,A
Male,No,41,Yes,Other,0.0,Low,2.0,Cat_6,D
Male,No,29,No,Healthcare,9.0,Low,4.0,Cat_3,D
Male,Yes,48,Yes,Other,9.0,High,4.0,Cat_6,B
Male,Yes,38,Yes,Engineer,0.0,Average,4.0,Cat_4,B
Male,Yes,41,Yes,Engineer,1.0,Average,2.0,Cat_6,C
Male,No,30,No,Other,1.0,Low,2.0,Cat_6,D
Male,Yes,51,Yes,Other,3.0,High,5.0,Cat_6,C
Female,No,49,Yes,Artist,0.0,Low,3.0,Other,B
Female,No,41,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
Female,Yes,60,Yes,Artist,8.0,High,6.0,Cat_6,C
Male,Yes,29,No,Other,0.0,Average,2.0,Cat_6,D
Male,Yes,68,No,Other,1.0,High,2.0,Cat_6,B
Female,No,32,Yes,Artist,1.0,Low,2.0,Cat_6,B
Female,Yes,61,No,Engineer,1.0,High,3.0,Cat_4,B
Female,No,28,No,Engineer,13.0,Low,3.0,Cat_6,D
Female,No,42,Yes,Artist,12.0,Low,1.0,Cat_6,B
Male,Yes,42,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
Female,No,39,Yes,Engineer,1.0,Low,1.0,Cat_6,A
Female,No,31,Yes,Engineer,0.0,Low,1.0,Cat_4,A
Female,Yes,25,No,Engineer,6.0,Average,8.0,Cat_4,D
Female,Yes,81,No,Other,0.0,High,2.0,Cat_6,D
Female,No,35,Yes,Artist,5.0,Low,1.0,Cat_6,A
Male,No,42,Yes,Artist,4.0,Low,2.0,Other,A
Male,No,62,Yes,Entertainment,1.0,Low,4.0,Other,C
Male,Yes,86,No,Other,13.0,Low,1.0,Cat_6,A
Male,Yes,61,Yes,Entertainment,7.0,High,5.0,Cat_6,B
Male,No,25,Yes,Healthcare,1.0,Low,4.0,Cat_3,D
Male,Yes,48,No,Other,1.0,High,4.0,Other,B
Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,No,29,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
Female,Yes,69,Yes,Artist,0.0,Low,2.0,Cat_6,C
Male,Yes,27,No,Other,0.0,Low,6.0,Cat_6,D
Male,Yes,76,Yes,Other,1.0,Low,1.0,Cat_6,A
Male,Yes,86,No,Other,2.0,Average,2.0,Cat_6,A
Male,Yes,53,Yes,Artist,0.0,Low,1.0,Cat_6,A
Female,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_6,C
Female,Yes,69,Yes,Engineer,0.0,Low,2.0,Cat_4,B
Male,Yes,59,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,Yes,39,No,Artist,0.0,Low,2.0,Cat_4,A
Female,Yes,85,Yes,Other,0.0,Low,5.0,Cat_6,C
Male,Yes,43,No,Doctor,0.0,Low,2.0,Cat_6,A
Female,No,55,Yes,Doctor,3.0,Low,2.0,Cat_3,C
Female,No,38,Yes,Artist,1.0,Low,2.0,Cat_6,C
Male,Yes,79,No,Other,1.0,Low,1.0,Cat_6,D
Male,Yes,43,No,Healthcare,6.0,High,2.0,Other,B
Male,Yes,40,No,Other,0.0,Average,2.0,Cat_3,A
Male,No,26,No,Doctor,1.0,Low,1.0,Cat_6,A
Female,No,35,Yes,Engineer,9.0,Low,2.0,Cat_6,D
Female,Yes,36,Yes,Entertainment,6.0,Low,2.0,Cat_6,B
Male,Yes,75,Yes,Other,1.0,Low,1.0,Cat_6,A
Male,Yes,63,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
Male,Yes,67,Yes,Artist,1.0,Low,1.0,Cat_4,B
Male,Yes,36,No,Artist,1.0,Average,4.0,Other,B
Female,Yes,37,Yes,Artist,1.0,High,2.0,Other,A
Female,Yes,52,Yes,Artist,6.0,Low,2.0,Cat_6,A
Male,Yes,42,Yes,Artist,3.0,Average,4.0,Cat_6,B
Female,Yes,37,Yes,Entertainment,0.0,Low,2.0,Cat_4,B
Male,No,33,Yes,Other,0.0,Low,4.0,Other,D
Female,Yes,28,Yes,Healthcare,4.0,Low,8.0,Cat_3,C
Female,Yes,39,Yes,Artist,1.0,Average,4.0,Cat_4,D
Male,Yes,43,Yes,Artist,1.0,Low,2.0,Cat_6,B
Male,Yes,60,Yes,Other,0.0,High,3.0,Cat_6,B
Male,Yes,68,No,Other,0.0,High,3.0,Cat_6,D
Male,Yes,84,No,Other,1.0,High,2.0,Cat_6,A
Male,Yes,40,Yes,Healthcare,6.0,High,2.0,Cat_6,A
Female,Yes,65,Yes,Other,0.0,Average,4.0,Cat_6,B
Female,No,33,Yes,Healthcare,7.0,Low,2.0,Cat_6,D
Female,Yes,74,Yes,Other,1.0,High,2.0,Cat_6,A
Female,No,30,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
Female,Yes,38,Yes,Engineer,5.0,Low,2.0,Other,B
Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_4,C
Male,Yes,48,Yes,Entertainment,6.0,Low,2.0,Other,B
Male,Yes,62,Yes,Other,8.0,High,2.0,Cat_6,C
Male,No,31,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,No,32,Yes,Healthcare,9.0,Low,5.0,Cat_6,D
Male,Yes,62,No,Other,7.0,High,2.0,Cat_6,D
Female,No,37,Yes,Artist,5.0,Low,2.0,Cat_6,B
Male,No,35,Yes,Artist,9.0,Low,3.0,Cat_6,A
Female,Yes,62,Yes,Other,1.0,Low,3.0,Cat_6,A
Male,Yes,62,No,Other,0.0,High,2.0,Cat_4,B
Male,Yes,39,Yes,Healthcare,4.0,Low,2.0,Cat_6,B
Male,No,25,No,Healthcare,1.0,Low,5.0,Cat_4,D
Female,Yes,28,No,Doctor,8.0,Average,4.0,Cat_3,C
Female,Yes,76,Yes,Other,1.0,High,2.0,Cat_6,C
Male,Yes,43,Yes,Other,7.0,High,3.0,Cat_6,B
Male,Yes,40,No,Other,0.0,Low,4.0,Cat_4,D
Female,No,32,No,Entertainment,0.0,Low,3.0,Cat_4,C
Male,Yes,57,No,Other,1.0,High,3.0,Cat_6,A
Male,No,35,No,Other,3.0,Low,4.0,Cat_4,D
Male,Yes,59,Yes,Artist,1.0,Average,3.0,Cat_6,C
Male,Yes,36,Yes,Artist,8.0,Low,4.0,Cat_4,D
Male,Yes,71,Yes,Other,0.0,High,2.0,Cat_6,B
Male,Yes,26,Yes,Healthcare,9.0,High,3.0,Other,D
Male,Yes,52,Yes,Other,1.0,High,4.0,Cat_6,C
Male,Yes,65,Yes,Other,0.0,Low,1.0,Cat_4,D
Female,No,18,No,Healthcare,0.0,Low,5.0,Cat_6,D
Female,No,65,Yes,Other,0.0,Low,1.0,Cat_6,A
Male,Yes,76,Yes,Other,1.0,Low,2.0,Cat_3,A
Male,Yes,28,No,Other,1.0,High,3.0,Cat_6,D
Male,No,45,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
Male,No,43,Yes,Artist,1.0,Low,3.0,Cat_6,B
Female,Yes,49,Yes,Doctor,1.0,Average,4.0,Cat_6,C
Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
Female,Yes,83,Yes,Other,0.0,Low,2.0,Cat_6,C
Male,No,25,Yes,Artist,13.0,Low,3.0,Cat_6,A
Male,Yes,27,Yes,Healthcare,8.0,Low,2.0,Cat_6,D
Female,Yes,50,Yes,Artist,4.0,Low,1.0,Cat_6,B
Female,Yes,73,Yes,Other,1.0,High,2.0,Cat_6,C
Female,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6,B
Male,No,42,Yes,Entertainment,2.0,Low,3.0,Cat_6,B
Male,Yes,40,Yes,Artist,14.0,Low,2.0,Cat_6,C
Male,No,19,No,Healthcare,4.0,Low,3.0,Other,D
Female,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,C
Female,No,19,No,Doctor,1.0,Low,4.0,Cat_6,D
Male,Yes,51,No,Entertainment,1.0,Average,4.0,Cat_4,A
Male,No,32,Yes,Healthcare,0.0,Low,4.0,Cat_6,B
Male,No,42,Yes,Entertainment,2.0,Low,1.0,Cat_3,B
Male,Yes,41,Yes,Artist,0.0,Low,2.0,Cat_6,B
Female,No,21,No,Healthcare,0.0,Low,4.0,Other,D
Male,Yes,58,Yes,Artist,1.0,Average,4.0,Cat_6,C
Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,B
Male,No,35,No,Other,0.0,Low,4.0,Cat_4,D
Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_6,A
Male,Yes,73,Yes,Artist,5.0,High,3.0,Cat_6,C
Female,No,37,Yes,Artist,9.0,Low,4.0,Cat_6,A
Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D
Female,No,30,Yes,Entertainment,0.0,Low,5.0,Other,D
Female,No,42,Yes,Artist,1.0,Low,2.0,Cat_6,A
Male,Yes,38,Yes,Doctor,0.0,Average,5.0,Cat_6,B
Male,No,21,No,Healthcare,9.0,Low,5.0,Cat_6,D
Male,Yes,43,No,Other,0.0,High,4.0,Cat_6,A
Male,No,35,Yes,Artist,1.0,Low,2.0,Cat_6,B
Male,Yes,38,No,Other,0.0,High,5.0,Cat_4,D
Male,Yes,84,Yes,Other,1.0,High,2.0,Cat_6,B
Male,Yes,71,Yes,Entertainment,0.0,High,2.0,Cat_6,B
Male,No,19,No,Healthcare,0.0,Low,3.0,Other,D
Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,C
Male,Yes,26,No,Artist,3.0,Low,2.0,Cat_6,A
Male,Yes,26,No,Doctor,9.0,Average,2.0,Cat_6,A
Male,Yes,39,No,Other,1.0,High,4.0,Cat_6,B
Female,Yes,47,Yes,Artist,0.0,Low,2.0,Other,B
